rho,mu_p,char_height_px,font_name,text,phase_x,phase_y,noise_repeat,qe_total,aperture_width_px,mtf_nyquist,aperture_f50_cpp,ocr_text,cer,char_acc
0.5,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEVE,0.285714,0.714286
0.6,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.085,5.059644,0.959381,1.907975,ZJCVC,0.571429,0.428571
0.2,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.17,7.155418,0.919759,1.349142,ZZZJCVC,0.285714,0.714286
0.3,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,SPRSVENES,1.142857,-0.142857
0.3,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,S,1.0,0.0
0.4,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,BZZJEVC,0.285714,0.714286
0.4,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEVC,0.142857,0.857143
0.6,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,LZZJEVC,0.285714,0.714286
0.2,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,ZZJEVC,0.285714,0.714286
0.3,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,ZZZJEVC,0.142857,0.857143
0.4,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.425,11.313708,0.8067,0.853272,RELIES,0.857143,0.142857
0.6,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.595,13.38656,0.735998,0.721147,EZ,0.857143,0.142857
0.8,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.85,16.0,0.63662,0.603355,ARTIENE,0.857143,0.142857
0.1,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.255,8.763561,0.881116,1.10157,ZIZJEVC,0.285714,0.714286
0.4,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.34,10.119289,0.843436,0.953987,PZJEV,0.571429,0.428571
0.5,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEVC,0.142857,0.857143
0.6,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.51,12.393547,0.770893,0.778927,EZZJEYC,0.142857,0.857143
0.7,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.085,5.059644,0.959381,1.907975,ZJC,0.571429,0.428571
0.2,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.17,7.155418,0.919759,1.349142,ZZJEVC,0.285714,0.714286
0.3,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.17,7.155418,0.919759,1.349142,EL,0.857143,0.142857
0.3,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.255,8.763561,0.881116,1.10157,WX,1.0,0.0
0.4,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0
0.7,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.17,7.155418,0.919759,1.349142,ZZICVC,0.571429,0.428571
0.3,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.255,8.763561,0.881116,1.10157,ZZZJEVC,0.142857,0.857143
0.4,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEVC,0.142857,0.857143
0.6,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.595,13.38656,0.735998,0.721147,ZZJEVC,0.285714,0.714286
0.8,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.765,15.178933,0.668877,0.635992,ZZJEYC,0.142857,0.857143
1.0,128,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.85,16.0,0.63662,0.603355,ZZZIEYC,0.142857,0.857143
0.1,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.085,5.059644,0.959381,1.907975,ZZJEVC,0.285714,0.714286
0.2,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.17,7.155418,0.919759,1.349142,ZZJEVC,0.285714,0.714286
0.3,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,6,license_plate_bahnschrift.ttf,ZZZJEYC,15,15,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.085,5.059644,0.959381,1.907975,SSE,0.857143,0.142857
0.2,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.34,10.119289,0.843436,0.953987,,1.0,0.0
0.5,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.51,12.393547,0.770893,0.778927,ZZZIEYC,0.142857,0.857143
0.7,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.765,15.178933,0.668877,0.635992,ZLIZIEVE,0.714286,0.285714
1.0,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.85,16.0,0.63662,0.603355,ZZZIENC,0.285714,0.714286
0.1,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.17,7.155418,0.919759,1.349142,ZZZIENC,0.285714,0.714286
0.3,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.34,10.119289,0.843436,0.953987,ZZZIJEYC,0.142857,0.857143
0.5,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.51,12.393547,0.770893,0.778927,ZZZIEYC,0.142857,0.857143
0.7,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.595,13.38656,0.735998,0.721147,ZZZIJEYC,0.142857,0.857143
0.8,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.085,5.059644,0.959381,1.907975,ZZZJEYC,0.0,1.0
0.2,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.17,7.155418,0.919759,1.349142,ZZZJEYC,0.0,1.0
0.3,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,0,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,ZEISS,0.857143,0.142857
0.5,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,LERIENC,0.714286,0.285714
0.6,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,ELZIENS,0.714286,0.285714
0.7,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
1.0,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,,1.0,0.0
0.1,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,ZZZJEYC,0.0,1.0
0.3,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,ZZZIJEYC,0.142857,0.857143
0.7,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,128,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.085,5.059644,0.959381,1.907975,ZZZJEYC,0.0,1.0
0.2,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.17,7.155418,0.919759,1.349142,ZZZJEYC,0.0,1.0
0.3,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.255,8.763561,0.881116,1.10157,ZZZJEYC,0.0,1.0
0.4,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.34,10.119289,0.843436,0.953987,ZZZJEYC,0.0,1.0
0.5,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.425,11.313708,0.8067,0.853272,ZZZJEYC,0.0,1.0
0.6,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.51,12.393547,0.770893,0.778927,ZZZJEYC,0.0,1.0
0.7,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.595,13.38656,0.735998,0.721147,ZZZJEYC,0.0,1.0
0.8,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.68,14.310835,0.701998,0.674571,ZZZJEYC,0.0,1.0
0.9,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.765,15.178933,0.668877,0.635992,ZZZJEYC,0.0,1.0
1.0,2048,12,license_plate_bahnschrift.ttf,ZZZJEYC,0,15,0,0.85,16.0,0.63662,0.603355,ZZZJEYC,0.0,1.0
0.1,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0
0.2,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.17,7.155418,0.919759,1.349142,,1.0,0.0
0.3,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.255,8.763561,0.881116,1.10157,,1.0,0.0
0.4,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.34,10.119289,0.843436,0.953987,PAZIENG,0.714286,0.285714
0.5,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0
0.6,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.51,12.393547,0.770893,0.778927,ZEZIEVE,0.571429,0.428571
0.7,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.595,13.38656,0.735998,0.721147,,1.0,0.0
0.8,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.68,14.310835,0.701998,0.674571,,1.0,0.0
0.9,16,12,license_plate_bahnschrift.ttf,ZZZJEYC,15,0,0,0.765,15.178933,0.668877,0.635992,,1.0,0.0
