rho,mu_p,char_height_px,font_name,text,phase_x,phase_y,noise_repeat,qe_total,aperture_width_px,mtf_nyquist,aperture_f50_cpp,ocr_text,cer,char_acc,preview_relpath
0.8,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.68,14.310835,0.701998,0.674571,SCRARBETSERTERABLTSACTS,0.848485,0.151515,point_previews/task000000_mu000004_rho080_n0.png
0.8,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.68,14.310835,0.701998,0.674571,,1.0,0.0,point_previews/task000000_mu000004_rho080_n1.png
0.9,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.765,15.178933,0.668877,0.635992,ESHPALAGWRCRAYSPSAEATSTALGS,0.909091,0.090909,point_previews/task000000_mu000004_rho090_n0.png
0.9,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.765,15.178933,0.668877,0.635992,QEATWUTTALASER,0.848485,0.151515,point_previews/task000000_mu000004_rho090_n1.png
1.0,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.85,16.0,0.63662,0.603355,CEADSMEUSUERMERAAREE,0.848485,0.151515,point_previews/task000000_mu000004_rho100_n0.png
1.0,4,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.85,16.0,0.63662,0.603355,ESEBEPTURELMARTTSANS2,0.818182,0.181818,point_previews/task000000_mu000004_rho100_n1.png
0.1,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.085,5.059644,0.959381,1.907975,SRBBET,0.939394,0.060606,point_previews/task000001_mu000006_rho010_n0.png
0.1,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.085,5.059644,0.959381,1.907975,,1.0,0.0,point_previews/task000001_mu000006_rho010_n1.png
0.2,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.17,7.155418,0.919759,1.349142,UTRELGHRRYCRECSBG2E,0.878788,0.121212,point_previews/task000001_mu000006_rho020_n0.png
0.2,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.17,7.155418,0.919759,1.349142,DASEASMTSNAGREE,0.878788,0.121212,point_previews/task000001_mu000006_rho020_n1.png
0.3,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.255,8.763561,0.881116,1.10157,BRREAANADW,0.909091,0.090909,point_previews/task000001_mu000006_rho030_n0.png
0.3,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.255,8.763561,0.881116,1.10157,SPERCPDUNEERNTCUGPARCTAEA,0.848485,0.151515,point_previews/task000001_mu000006_rho030_n1.png
0.4,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.34,10.119289,0.843436,0.953987,SEATETARHCTYCSRUC,0.878788,0.121212,point_previews/task000001_mu000006_rho040_n0.png
0.4,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.34,10.119289,0.843436,0.953987,PNSUETRRCARGNTSCFSE,0.848485,0.151515,point_previews/task000001_mu000006_rho040_n1.png
0.5,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.425,11.313708,0.8067,0.853272,UEEESMETRASETSSF7SSLPSREYETG,0.909091,0.090909,point_previews/task000001_mu000006_rho050_n0.png
0.5,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.425,11.313708,0.8067,0.853272,ERTTSRTGPRASENSRH,0.909091,0.090909,point_previews/task000001_mu000006_rho050_n1.png
0.6,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.51,12.393547,0.770893,0.778927,SUERSAVEERR4CRNBS7USAPRERUMD2,0.848485,0.151515,point_previews/task000001_mu000006_rho060_n0.png
0.6,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.51,12.393547,0.770893,0.778927,CERGTRNNRTERAZPERLVMS,0.757576,0.242424,point_previews/task000001_mu000006_rho060_n1.png
0.7,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.595,13.38656,0.735998,0.721147,PSPCTVARSFETUNMEEGMGHSWRTSEE,0.878788,0.121212,point_previews/task000001_mu000006_rho070_n0.png
0.7,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.595,13.38656,0.735998,0.721147,TBSGDRCRRVATARETEASSESTBRESARD,0.818182,0.181818,point_previews/task000001_mu000006_rho070_n1.png
0.8,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.68,14.310835,0.701998,0.674571,CUSEWRULYSFRETEGASREUY,0.818182,0.181818,point_previews/task000001_mu000006_rho080_n0.png
0.8,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.68,14.310835,0.701998,0.674571,WEREUASTDRCCLAPSHLATS,0.878788,0.121212,point_previews/task000001_mu000006_rho080_n1.png
0.9,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.765,15.178933,0.668877,0.635992,CRARTVEDRRTNENTSHAUSTSREENTS,0.787879,0.212121,point_previews/task000001_mu000006_rho090_n0.png
0.9,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.765,15.178933,0.668877,0.635992,LRABTMRPLTNHARALCAURPMEESS,0.878788,0.121212,point_previews/task000001_mu000006_rho090_n1.png
1.0,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.85,16.0,0.63662,0.603355,,1.0,0.0,point_previews/task000001_mu000006_rho100_n0.png
1.0,6,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.85,16.0,0.63662,0.603355,CRRGUWPDAYSTERNEYS08SSERTGHWRAS,0.69697,0.30303,point_previews/task000001_mu000006_rho100_n1.png
0.1,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0,point_previews/task000002_mu000008_rho010_n0.png
0.1,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.085,5.059644,0.959381,1.907975,DTARCWNYZCE,0.848485,0.151515,point_previews/task000002_mu000008_rho010_n1.png
0.2,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.17,7.155418,0.919759,1.349142,LURYHETNUPARAABT,0.909091,0.090909,point_previews/task000002_mu000008_rho020_n0.png
0.2,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.17,7.155418,0.919759,1.349142,RGNBERAREEES,0.878788,0.121212,point_previews/task000002_mu000008_rho020_n1.png
0.3,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.255,8.763561,0.881116,1.10157,SGPRUSPAEPUTSANGNGRSBS,0.878788,0.121212,point_previews/task000002_mu000008_rho030_n0.png
0.3,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.255,8.763561,0.881116,1.10157,,1.0,0.0,point_previews/task000002_mu000008_rho030_n1.png
0.4,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.34,10.119289,0.843436,0.953987,FSBACUNECADAERLSEEEEGRAP,0.878788,0.121212,point_previews/task000002_mu000008_rho040_n0.png
0.4,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.34,10.119289,0.843436,0.953987,PESGNNSETEZAGW,0.909091,0.090909,point_previews/task000002_mu000008_rho040_n1.png
0.5,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.425,11.313708,0.8067,0.853272,SSELEAGDDTREEDEDD5REAAELB,0.878788,0.121212,point_previews/task000002_mu000008_rho050_n0.png
0.5,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.425,11.313708,0.8067,0.853272,BBASTEDEMKTRDACEPPSSRTAETS,0.787879,0.212121,point_previews/task000002_mu000008_rho050_n1.png
0.6,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.51,12.393547,0.770893,0.778927,,1.0,0.0,point_previews/task000002_mu000008_rho060_n0.png
0.6,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.51,12.393547,0.770893,0.778927,TSAGTAUBYRTCRNAASSRSREL,0.787879,0.212121,point_previews/task000002_mu000008_rho060_n1.png
0.7,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.595,13.38656,0.735998,0.721147,CRERAYPDAYSFURBRYADESMUSTDREA,0.787879,0.212121,point_previews/task000002_mu000008_rho070_n0.png
0.7,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.595,13.38656,0.735998,0.721147,,1.0,0.0,point_previews/task000002_mu000008_rho070_n1.png
0.8,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.68,14.310835,0.701998,0.674571,EENGTWEVEYRTERNASEANSESTREG,0.757576,0.242424,point_previews/task000002_mu000008_rho080_n0.png
0.8,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.68,14.310835,0.701998,0.674571,CBEBUAPRGERTARNZLG0ETUSEATGREUGS,0.69697,0.30303,point_previews/task000002_mu000008_rho080_n1.png
0.9,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.765,15.178933,0.668877,0.635992,CRABEAPUANTTURNELASEASUSTEREVMDE,0.636364,0.363636,point_previews/task000002_mu000008_rho090_n0.png
0.9,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.765,15.178933,0.668877,0.635992,CRAGWPDLTXTURGZLGSEANSUBLGKEYHG,0.545455,0.454545,point_previews/task000002_mu000008_rho090_n1.png
1.0,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.85,16.0,0.63662,0.603355,CRATPNEDSYATRGZEQESASUBTSREVHED,0.666667,0.333333,point_previews/task000002_mu000008_rho100_n0.png
1.0,8,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.85,16.0,0.63662,0.603355,CRAGJWPDAYSTURNZELESSHETSEEVMG2,0.484848,0.515152,point_previews/task000002_mu000008_rho100_n1.png
0.1,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.085,5.059644,0.959381,1.907975,NPLRATCASRT,0.909091,0.090909,point_previews/task000003_mu000011_rho010_n0.png
0.1,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.085,5.059644,0.959381,1.907975,BNGSPUE,0.878788,0.121212,point_previews/task000003_mu000011_rho010_n1.png
0.2,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.17,7.155418,0.919759,1.349142,RURSTHCRSREBEYA,0.939394,0.060606,point_previews/task000003_mu000011_rho020_n0.png
0.2,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.17,7.155418,0.919759,1.349142,,1.0,0.0,point_previews/task000003_mu000011_rho020_n1.png
0.3,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.255,8.763561,0.881116,1.10157,CEASLEPDENRTNRRUSGAN,0.787879,0.212121,point_previews/task000003_mu000011_rho030_n0.png
0.3,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.255,8.763561,0.881116,1.10157,CEPLAPUNSCBECUSRARCRLEY,0.848485,0.151515,point_previews/task000003_mu000011_rho030_n1.png
0.4,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.34,10.119289,0.843436,0.953987,TERGURTBVATTSWRTCRBURGCRRATSD,0.909091,0.090909,point_previews/task000003_mu000011_rho040_n0.png
0.4,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.34,10.119289,0.843436,0.953987,CSKELPRETRTPLSHSRTAMS,0.757576,0.242424,point_previews/task000003_mu000011_rho040_n1.png
0.5,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.425,11.313708,0.8067,0.853272,TBSCTNSGAYRTURZEHPESHSHSTSREVNG2,0.69697,0.30303,point_previews/task000003_mu000011_rho050_n0.png
0.5,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.425,11.313708,0.8067,0.853272,CRABHAPLEYCLASERAPESHSGETEKEVM2,0.666667,0.333333,point_previews/task000003_mu000011_rho050_n1.png
0.6,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.51,12.393547,0.770893,0.778927,CBEGAWERSYRTURNZEATESHSUSSKRVMGZ,0.515152,0.484848,point_previews/task000003_mu000011_rho060_n0.png
0.6,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.51,12.393547,0.770893,0.778927,CBAGWNESD6P2TURNALRFESUSRSTSKEVGS,0.606061,0.393939,point_previews/task000003_mu000011_rho060_n1.png
0.7,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.595,13.38656,0.735998,0.721147,CRAGTWPLEYRTGRNZLSPESUSURTBUEVMG2,0.484848,0.515152,point_previews/task000003_mu000011_rho070_n0.png
0.7,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.595,13.38656,0.735998,0.721147,CRAGWEDPXTARNGLFESHSUBTSREVDZ,0.545455,0.454545,point_previews/task000003_mu000011_rho070_n1.png
0.8,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.68,14.310835,0.701998,0.674571,CSALWPDEYRTRRZELFESHSUSTSMEVMD2,0.515152,0.484848,point_previews/task000003_mu000011_rho080_n0.png
0.8,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.68,14.310835,0.701998,0.674571,ABAGHVEDEYRTERKZEABESNSUBTEREMMZ,0.636364,0.363636,point_previews/task000003_mu000011_rho080_n1.png
0.9,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.765,15.178933,0.668877,0.635992,DBAGSWPDEYXTERNZEGPEHSUSPSREVMGD,0.454545,0.545455,point_previews/task000003_mu000011_rho090_n0.png
0.9,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.765,15.178933,0.668877,0.635992,,1.0,0.0,point_previews/task000003_mu000011_rho090_n1.png
1.0,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.85,16.0,0.63662,0.603355,LBACTMEDSTXTURNZLATEJHSUBTSKEYMG2,0.515152,0.484848,point_previews/task000003_mu000011_rho100_n0.png
1.0,11,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.85,16.0,0.63662,0.603355,CBAGWVEDGYXTERNZPCSHSUBTSKEYMG2,0.484848,0.515152,point_previews/task000003_mu000011_rho100_n1.png
0.1,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.085,5.059644,0.959381,1.907975,,1.0,0.0,point_previews/task000004_mu000016_rho010_n0.png
0.1,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.085,5.059644,0.959381,1.907975,NRSSAGMAS,0.909091,0.090909,point_previews/task000004_mu000016_rho010_n1.png
0.2,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.17,7.155418,0.919759,1.349142,REDNSD6RTRHAESASRBSRKYP,0.787879,0.212121,point_previews/task000004_mu000016_rho020_n0.png
0.2,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.17,7.155418,0.919759,1.349142,CREREETGBPADENPSMY,0.848485,0.151515,point_previews/task000004_mu000016_rho020_n1.png
0.3,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.255,8.763561,0.881116,1.10157,CEREBUSDSTARNZSURPSREVEGS,0.727273,0.272727,point_previews/task000004_mu000016_rho030_n0.png
0.3,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.255,8.763561,0.881116,1.10157,SSAGWRBEENFURRZESTESHSUBTSKED,0.69697,0.30303,point_previews/task000004_mu000016_rho030_n1.png
0.4,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.34,10.119289,0.843436,0.953987,ERAGTAPDSYSLRNZEAPESUSTSKEYE,0.636364,0.363636,point_previews/task000004_mu000016_rho040_n0.png
0.4,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.34,10.119289,0.843436,0.953987,EBAGAMEVEVXTRNLEGTRSHSUSTSREVGZ,0.666667,0.333333,point_previews/task000004_mu000016_rho040_n1.png
0.5,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.425,11.313708,0.8067,0.853272,,1.0,0.0,point_previews/task000004_mu000016_rho050_n0.png
0.5,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.425,11.313708,0.8067,0.853272,,1.0,0.0,point_previews/task000004_mu000016_rho050_n1.png
0.6,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.51,12.393547,0.770893,0.778927,CRAGWEDEYRTURNZEGTESHSUSTSRPVMGZ,0.515152,0.484848,point_previews/task000004_mu000016_rho060_n0.png
0.6,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.51,12.393547,0.770893,0.778927,SCSSGLAPDSYETARNZLAPESHSUSTSKFYMG2,0.484848,0.515152,point_previews/task000004_mu000016_rho060_n1.png
0.7,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.595,13.38656,0.735998,0.721147,CBAGJWERGYXTRNZEGPESHSUBTSKEVMGZ,0.424242,0.575758,point_previews/task000004_mu000016_rho070_n0.png
0.7,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.595,13.38656,0.735998,0.721147,CBAGTARDSYATURNZEGFESHSUSTSRPYMG2,0.515152,0.484848,point_previews/task000004_mu000016_rho070_n1.png
0.8,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.68,14.310835,0.701998,0.674571,CSSGTWPDEYXTRNZEAZE3H5U8TSKEVNGZ,0.454545,0.545455,point_previews/task000004_mu000016_rho080_n0.png
0.8,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.68,14.310835,0.701998,0.674571,,1.0,0.0,point_previews/task000004_mu000016_rho080_n1.png
0.9,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.765,15.178933,0.668877,0.635992,CBAGJWERSYXTURNZLAPESMSUESKEVMG2,0.393939,0.606061,point_previews/task000004_mu000016_rho090_n0.png
0.9,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.765,15.178933,0.668877,0.635992,SCBAGJNPDGYXTURN2LATESHSUBTSKEYMGZ,0.454545,0.545455,point_previews/task000004_mu000016_rho090_n1.png
1.0,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.85,16.0,0.63662,0.603355,CBAGSNPDSYXTRNZLGPESHSUSTSKFVMG2,0.333333,0.666667,point_previews/task000004_mu000016_rho100_n0.png
1.0,16,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.85,16.0,0.63662,0.603355,,1.0,0.0,point_previews/task000004_mu000016_rho100_n1.png
0.1,23,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.085,5.059644,0.959381,1.907975,PUVAGEANEYSSARESGNPGAAWTRRD,0.878788,0.121212,point_previews/task000005_mu000023_rho010_n0.png
0.1,23,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.085,5.059644,0.959381,1.907975,,1.0,0.0,point_previews/task000005_mu000023_rho010_n1.png
0.2,23,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,0,0.17,7.155418,0.919759,1.349142,PERSHSDASRTURSSRESHSUTSKEMTAQ,0.757576,0.242424,point_previews/task000005_mu000023_rho020_n0.png
0.2,23,8,license_plate_bahnschrift.ttf,CBAGJWPD6YXT0RNZL49E3HSU875KFVMQ2,0,0,1,0.17,7.155418,0.919759,1.349142,BERGVEDAYRRMUSCRMDS,0.818182,0.181818,point_previews/task000005_mu000023_rho020_n1.png
